src_ip,dst_ip,src_port,dst_port,packet_len,tcp_flags,window_size,rst_flag,ack_flag,syn_flag,rst_ack_flags,attack_type,label
192.168.154.138,192.168.154.100,4444,36385,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36386,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36445,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36446,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36447,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36448,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36445,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36446,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36447,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36448,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36508,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36509,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36508,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36509,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36510,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36511,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36510,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36511,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36571,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36572,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,36573,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36571,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36572,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36574,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36573,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,4444,36574,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36633,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36633,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36634,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36634,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36635,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36635,60,20,0,1,1,0,1,attack1,1
192.168.154.100,192.168.154.138,36636,4444,62,2,14600,0,0,1,0,attack1,1
192.168.154.138,192.168.154.100,4444,36636,60,20,0,1,1,0,1,attack1,1
192.168.154.138,192.168.154.100,46691,8080,74,2,32120,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,62,18,14600,0,1,1,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,405,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,60,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,1514,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,19034,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,21900,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,55480,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,52560,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,62834,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,23414,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,17574,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,1514,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,24874,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,23414,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,16114,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,17574,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,7354,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,59914,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,26334,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,42394,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,45314,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,64294,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,20494,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,16114,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,1691,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,33634,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,27794,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,4279,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,33634,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,32019,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,17574,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,16114,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,32019,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,33634,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,32019,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,5894,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,27794,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,32019,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,14654,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,19034,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,32019,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,23414,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,10274,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,32019,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,33634,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,2974,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,29099,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,33634,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,11721,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,61,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,17,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46691,60,17,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46691,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,74,2,32120,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,62,18,14600,0,1,1,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,571,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,60,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,1386,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,220,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,60,16,16616,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,60,24,16616,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,139,24,16616,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,379,24,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,283,24,17688,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,123,24,17688,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,16,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,123,24,30788,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,17,30788,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,123,24,17688,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8443,43697,60,17,17688,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,4,0,1,0,0,0,attack1,1
192.168.154.138,192.168.154.100,43697,8443,60,4,0,1,0,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,74,2,32120,0,0,1,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,62,18,14600,0,1,1,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,32120,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,405,24,32120,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,60,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,8814,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,954,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,11734,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,5894,24,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,30660,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,7354,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,2819,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,42340,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,48180,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,51100,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,59860,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,4434,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17574,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,11734,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,10119,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,33634,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,32019,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,14654,16,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,19034,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,64294,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,1514,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,31864,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,33634,24,15544,0,1,0,0,attack1,1
192.168.154.138,192.168.154.100,46225,8080,60,16,65535,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,14654,16,15544,0,1,0,0,attack1,1
192.168.154.100,192.168.154.138,8080,46225,17419,24,15544,0,1,0,0,attack1,1
